Date_of_journey,Journey_day,Airline,Class,Source,Departure,Total_stops,Arrival,Destination,Duration_in_hours,Fare
2023-02-13,Monday,Air India,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,12.0,41101
2023-02-12,Sunday,Indigo,Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,4.8333,6638
2023-03-03,Friday,Indigo,Economy,Bangalore,Before 6 AM,non-stop,6 AM - 12 PM,Hyderabad,1.1667,2499
2023-02-13,Monday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Bangalore,23.3333,7001
2023-02-05,Sunday,Indigo,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Ahmedabad,5.8333,4899
2023-02-21,Tuesday,Air India,Economy,Kolkata,12 PM - 6 PM,1-stop,12 PM - 6 PM,Chennai,25.0,9678
2023-03-03,Friday,Vistara,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,12.6667,9489
2023-01-27,Friday,Air India,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,17.5833,13036
2023-03-04,Saturday,Vistara,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Chennai,12.3333,13871
2023-02-22,Wednesday,Vistara,Business,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,16.0833,62560
2023-01-30,Monday,Vistara,Economy,Kolkata,After 6 PM,1-stop,6 AM - 12 PM,Chennai,15.1667,12335
2023-01-28,Saturday,Vistara,Business,Hyderabad,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,11.0833,54182
2023-02-04,Saturday,GO FIRST,Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,13.8333,6312
2023-02-20,Monday,Air India,Business,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,14.9167,43889
2023-01-23,Monday,Air India,Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Kolkata,11.9167,11613
2023-03-04,Saturday,Indigo,Economy,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,4.75,6739
2023-02-16,Thursday,Indigo,Economy,Ahmedabad,12 PM - 6 PM,1-stop,After 6 PM,Chennai,4.5,7126
2023-02-20,Monday,Vistara,Premium Economy,Delhi,12 PM - 6 PM,1-stop,6 AM - 12 PM,Mumbai,17.9167,10638
2023-01-19,Thursday,Vistara,Economy,Ahmedabad,6 AM - 12 PM,1-stop,Before 6 AM,Delhi,15.6667,19500
2023-03-03,Friday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,12.8333,56783
2023-02-04,Saturday,Vistara,Premium Economy,Delhi,12 PM - 6 PM,non-stop,After 6 PM,Hyderabad,2.25,7838
2023-01-29,Sunday,Air India,Economy,Ahmedabad,After 6 PM,1-stop,After 6 PM,Bangalore,21.75,17736
2023-01-26,Thursday,GO FIRST,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Chennai,12.75,6587
2023-01-30,Monday,Vistara,Premium Economy,Kolkata,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,13.0,15838
2023-03-05,Sunday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,12.9167,18927
2023-02-11,Saturday,Vistara,Economy,Ahmedabad,After 6 PM,1-stop,After 6 PM,Kolkata,23.0833,13200
2023-01-23,Monday,Indigo,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Hyderabad,1.1667,4849
2023-01-29,Sunday,Indigo,Economy,Delhi,After 6 PM,1-stop,Before 6 AM,Mumbai,7.8333,8899
2023-02-05,Sunday,Air India,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,10.8333,75868
2023-01-18,Wednesday,Indigo,Economy,Bangalore,Before 6 AM,1-stop,6 AM - 12 PM,Delhi,5.9167,5659
2023-03-02,Thursday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,Before 6 AM,Hyderabad,14.4167,45729
2023-01-30,Monday,Vistara,Premium Economy,Chennai,After 6 PM,1-stop,After 6 PM,Ahmedabad,25.8333,13184
2023-01-20,Friday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Delhi,23.5,14561
2023-03-01,Wednesday,AirAsia,Economy,Hyderabad,After 6 PM,1-stop,6 AM - 12 PM,Chennai,12.9167,3061
2023-02-15,Wednesday,Air India,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,10.3333,11065
2023-01-23,Monday,Air India,Economy,Ahmedabad,After 6 PM,1-stop,12 PM - 6 PM,Hyderabad,14.5,23437
2023-02-15,Wednesday,Air India,Economy,Delhi,After 6 PM,1-stop,After 6 PM,Bangalore,23.4167,7908
2023-01-26,Thursday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Chennai,10.5833,19241
2023-02-16,Thursday,Air India,Business,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Chennai,6.75,49613
2023-02-12,Sunday,Vistara,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,11.0833,10071
2023-02-16,Thursday,Air India,Business,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,15.1667,41549
2023-01-27,Friday,Indigo,Economy,Mumbai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Delhi,2.1667,7308
2023-01-31,Tuesday,Vistara,Economy,Hyderabad,After 6 PM,1-stop,12 PM - 6 PM,Delhi,17.5,8206
2023-01-18,Wednesday,Air India,Economy,Hyderabad,After 6 PM,1-stop,After 6 PM,Delhi,20.25,23872
2023-01-20,Friday,Vistara,Business,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,12.0,58753
2023-01-25,Wednesday,Vistara,Economy,Delhi,12 PM - 6 PM,non-stop,After 6 PM,Chennai,2.75,6617
2023-01-30,Monday,Indigo,Economy,Hyderabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Chennai,5.25,6743
2023-02-24,Friday,Indigo,Economy,Ahmedabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Chennai,7.9167,9209
2023-02-19,Sunday,Air India,Economy,Mumbai,After 6 PM,non-stop,Before 6 AM,Chennai,1.8333,3318
2023-01-16,Monday,Vistara,Premium Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,10.75,26664
2023-01-29,Sunday,Vistara,Economy,Delhi,12 PM - 6 PM,non-stop,12 PM - 6 PM,Bangalore,2.8333,21495
2023-02-26,Sunday,SpiceJet,Economy,Bangalore,After 6 PM,non-stop,After 6 PM,Delhi,2.75,5634
2023-02-05,Sunday,Vistara,Premium Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Chennai,8.1667,12004
2023-01-16,Monday,Air India,Economy,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Bangalore,19.4167,12737
2023-02-04,Saturday,Air India,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,12.0,13083
2023-02-12,Sunday,Vistara,Premium Economy,Bangalore,After 6 PM,1-stop,12 PM - 6 PM,Mumbai,17.8333,15007
2023-02-26,Sunday,Vistara,Business,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Chennai,15.9167,47220
2023-01-24,Tuesday,Air India,Economy,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,10.9167,15642
2023-01-16,Monday,Indigo,Economy,Delhi,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,4.3333,11271
2023-01-19,Thursday,Vistara,Economy,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,12.4167,18131
2023-02-04,Saturday,Indigo,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,5.6667,10266
2023-01-24,Tuesday,Air India,Business,Mumbai,After 6 PM,1-stop,12 PM - 6 PM,Chennai,17.6667,49613
2023-03-04,Saturday,Vistara,Business,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,16.9167,35728
2023-02-15,Wednesday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,13.1667,14447
2023-01-19,Thursday,GO FIRST,Economy,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Delhi,12.5,7424
2023-02-21,Tuesday,Air India,Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Hyderabad,2.1667,4764
2023-02-19,Sunday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,9.5,62831
2023-02-07,Tuesday,Indigo,Economy,Delhi,6 AM - 12 PM,non-stop,12 PM - 6 PM,Hyderabad,2.3333,5954
2023-02-23,Thursday,Air India,Business,Hyderabad,After 6 PM,1-stop,After 6 PM,Delhi,21.9167,39734
2023-02-28,Tuesday,Vistara,Business,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,7.4167,52305
2023-02-23,Thursday,Vistara,Premium Economy,Bangalore,12 PM - 6 PM,1-stop,Before 6 AM,Mumbai,11.4167,9385
2023-03-05,Sunday,Air India,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,8.9167,12343
2023-02-17,Friday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Chennai,14.0,19084
2023-03-04,Saturday,Vistara,Economy,Hyderabad,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,9.9167,7492
2023-03-06,Monday,Vistara,Economy,Mumbai,After 6 PM,1-stop,After 6 PM,Hyderabad,25.3333,11508
2023-01-27,Friday,Vistara,Business,Hyderabad,12 PM - 6 PM,1-stop,6 AM - 12 PM,Chennai,20.0,41549
2023-02-17,Friday,Vistara,Premium Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,15.5,7268
2023-01-31,Tuesday,GO FIRST,Economy,Mumbai,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,11.6667,5996
2023-01-30,Monday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,9.3333,31529
2023-02-24,Friday,AirAsia,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,7.4167,8815
2023-02-11,Saturday,Vistara,Economy,Ahmedabad,After 6 PM,1-stop,After 6 PM,Kolkata,21.5833,12885
2023-02-26,Sunday,Indigo,Economy,Hyderabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Mumbai,5.1667,6508
2023-01-27,Friday,Vistara,Premium Economy,Hyderabad,After 6 PM,1-stop,12 PM - 6 PM,Mumbai,17.4167,15381
2023-02-13,Monday,AirAsia,Economy,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,13.3333,6195
2023-01-16,Monday,Air India,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Ahmedabad,5.8333,20988
2023-02-16,Thursday,Vistara,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Chennai,14.25,6188
2023-02-02,Thursday,Vistara,Premium Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Hyderabad,6.5833,12262
2023-03-01,Wednesday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,5.6667,55572
2023-01-25,Wednesday,Air India,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,7.0,15423
2023-02-10,Friday,AirAsia,Economy,Delhi,Before 6 AM,1-stop,12 PM - 6 PM,Hyderabad,8.8333,5955
2023-02-06,Monday,Air India,Business,Bangalore,After 6 PM,1-stop,12 PM - 6 PM,Delhi,20.0,42716
2023-02-22,Wednesday,Vistara,Economy,Delhi,12 PM - 6 PM,2+-stop,After 6 PM,Chennai,8.8333,9887
2023-02-22,Wednesday,Air India,Economy,Hyderabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Kolkata,8.0833,12947
2023-01-18,Wednesday,Vistara,Premium Economy,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Delhi,37.0,24182
2023-02-24,Friday,AirAsia,Economy,Chennai,12 PM - 6 PM,non-stop,12 PM - 6 PM,Bangalore,0.9167,1938
2023-02-19,Sunday,Vistara,Premium Economy,Bangalore,After 6 PM,1-stop,After 6 PM,Hyderabad,25.0833,14447
2023-02-05,Sunday,Vistara,Economy,Hyderabad,6 AM - 12 PM,non-stop,12 PM - 6 PM,Delhi,2.25,6631
2023-01-22,Sunday,Air India,Business,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,17.0,52527
2023-02-06,Monday,Air India,Economy,Chennai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Mumbai,2.0,4069
2023-01-22,Sunday,Vistara,Business,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,14.25,59964
2023-01-26,Thursday,Air India,Economy,Chennai,12 PM - 6 PM,1-stop,After 6 PM,Delhi,7.75,32913
2023-02-14,Tuesday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,6.5833,45805
2023-01-18,Wednesday,Indigo,Economy,Hyderabad,After 6 PM,1-stop,After 6 PM,Chennai,5.1667,17749
2023-02-08,Wednesday,Indigo,Economy,Kolkata,Before 6 AM,non-stop,6 AM - 12 PM,Bangalore,2.5833,7557
2023-02-06,Monday,GO FIRST,Economy,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,6.3333,14272
2023-02-11,Saturday,Vistara,Premium Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,12.3333,7984
2023-02-09,Thursday,Indigo,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,7.0,8338
2023-01-22,Sunday,Air India,Business,Ahmedabad,After 6 PM,1-stop,After 6 PM,Delhi,26.25,33761
2023-01-16,Monday,Vistara,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,10.25,9831
2023-01-24,Tuesday,Air India,Economy,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Chennai,15.5833,14340
2023-01-19,Thursday,Air India,Economy,Ahmedabad,6 AM - 12 PM,2+-stop,6 AM - 12 PM,Kolkata,22.4167,13770
2023-01-18,Wednesday,Air India,Business,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,5.8333,49725
2023-02-01,Wednesday,Vistara,Premium Economy,Hyderabad,12 PM - 6 PM,1-stop,6 AM - 12 PM,Chennai,21.1667,24749
2023-01-26,Thursday,Air India,Economy,Kolkata,6 AM - 12 PM,non-stop,6 AM - 12 PM,Delhi,2.25,8712
2023-03-06,Monday,Vistara,Premium Economy,Ahmedabad,Before 6 AM,2+-stop,After 6 PM,Kolkata,38.5,18036
2023-02-25,Saturday,Vistara,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,15.1667,54608
2023-01-30,Monday,Air India,Economy,Chennai,After 6 PM,1-stop,6 AM - 12 PM,Delhi,13.9167,10159
2023-02-05,Sunday,Vistara,Economy,Kolkata,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,13.5833,13299
2023-02-24,Friday,Vistara,Economy,Delhi,After 6 PM,1-stop,After 6 PM,Kolkata,22.1667,13620
2023-03-05,Sunday,Vistara,Economy,Kolkata,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,15.1667,13122
2023-02-27,Monday,Air India,Business,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Delhi,16.3333,50097
2023-02-10,Friday,Air India,Business,Kolkata,After 6 PM,1-stop,After 6 PM,Mumbai,24.25,50289
2023-02-26,Sunday,Vistara,Business,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,7.6667,61025
2023-02-12,Sunday,Vistara,Economy,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,14.0,13851
2023-01-20,Friday,Air India,Economy,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,14.75,11008
2023-02-21,Tuesday,Vistara,Business,Hyderabad,After 6 PM,1-stop,After 6 PM,Chennai,25.4167,41549
2023-02-01,Wednesday,Vistara,Business,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Delhi,12.0,50265
2023-02-15,Wednesday,Air India,Economy,Chennai,After 6 PM,1-stop,After 6 PM,Kolkata,27.6667,9718
2023-02-12,Sunday,Vistara,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Ahmedabad,11.1667,7871
2023-02-17,Friday,Vistara,Economy,Kolkata,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,5.4167,14277
2023-02-02,Thursday,Indigo,Economy,Hyderabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,5.8333,8434
2023-02-21,Tuesday,Air India,Business,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,9.6667,54608
2023-01-16,Monday,Air India,Business,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,11.1667,57091
2023-02-21,Tuesday,Vistara,Premium Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,8.5,16494
2023-01-25,Wednesday,Air India,Economy,Mumbai,After 6 PM,1-stop,After 6 PM,Delhi,27.5,10920
2023-03-01,Wednesday,Vistara,Premium Economy,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,5.5833,10638
2023-01-24,Tuesday,Air India,Economy,Hyderabad,After 6 PM,1-stop,12 PM - 6 PM,Delhi,13.8333,12458
2023-02-19,Sunday,Air India,Business,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,10.8333,41549
2023-01-28,Saturday,Vistara,Premium Economy,Mumbai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Kolkata,20.4167,20482
2023-03-06,Monday,Indigo,Economy,Hyderabad,After 6 PM,non-stop,After 6 PM,Kolkata,2.0833,6577
2023-02-28,Tuesday,Vistara,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,11.25,56783
2023-01-30,Monday,Vistara,Economy,Hyderabad,After 6 PM,1-stop,12 PM - 6 PM,Delhi,19.3333,12406
2023-02-13,Monday,Vistara,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Bangalore,1.75,2814
2023-01-27,Friday,Air India,Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,15.9167,13262
2023-02-07,Tuesday,Air India,Economy,Ahmedabad,12 PM - 6 PM,1-stop,Before 6 AM,Bangalore,9.4167,16633
2023-02-18,Saturday,Vistara,Economy,Hyderabad,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,5.8333,12511
2023-02-10,Friday,Vistara,Business,Bangalore,After 6 PM,1-stop,After 6 PM,Kolkata,25.3333,59561
2023-03-02,Thursday,Indigo,Economy,Bangalore,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.8333,6400
2023-02-02,Thursday,AirAsia,Economy,Kolkata,12 PM - 6 PM,1-stop,Before 6 AM,Mumbai,8.6667,7868
2023-01-29,Sunday,Air India,Economy,Chennai,After 6 PM,1-stop,12 PM - 6 PM,Delhi,16.0833,17089
2023-01-22,Sunday,Indigo,Economy,Mumbai,6 AM - 12 PM,non-stop,6 AM - 12 PM,Ahmedabad,1.1667,2895
2023-02-10,Friday,Indigo,Economy,Bangalore,12 PM - 6 PM,1-stop,12 PM - 6 PM,Mumbai,4.25,7422
2023-02-02,Thursday,Vistara,Premium Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,11.0833,10828
2023-03-06,Monday,Air India,Economy,Mumbai,Before 6 AM,1-stop,After 6 PM,Delhi,13.25,8442
2023-03-02,Thursday,SpiceJet,Economy,Mumbai,12 PM - 6 PM,1-stop,After 6 PM,Bangalore,8.75,5270
2023-01-30,Monday,AirAsia,Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Delhi,14.0,6077
2023-01-20,Friday,Vistara,Premium Economy,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,10.4167,18544
2023-01-25,Wednesday,Air India,Business,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Kolkata,13.8333,53209
2023-02-12,Sunday,Vistara,Economy,Hyderabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Chennai,5.1667,8279
2023-02-24,Friday,Vistara,Premium Economy,Chennai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Bangalore,14.9167,16516
2023-02-10,Friday,Vistara,Premium Economy,Ahmedabad,After 6 PM,1-stop,6 AM - 12 PM,Chennai,13.9167,14841
2023-02-18,Saturday,Vistara,Business,Bangalore,12 PM - 6 PM,1-stop,6 AM - 12 PM,Mumbai,17.4167,54879
2023-02-26,Sunday,Indigo,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,7.25,10801
2023-02-13,Monday,Air India,Business,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,9.0833,52527
2023-02-22,Wednesday,Vistara,Economy,Ahmedabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Hyderabad,3.8333,5309
2023-01-30,Monday,Vistara,Economy,Delhi,After 6 PM,1-stop,12 PM - 6 PM,Hyderabad,17.4167,10470
2023-03-02,Thursday,Indigo,Economy,Mumbai,After 6 PM,non-stop,After 6 PM,Hyderabad,1.5,4263
2023-01-19,Thursday,Air India,Economy,Delhi,12 PM - 6 PM,1-stop,6 AM - 12 PM,Mumbai,17.0833,9489
2023-02-27,Monday,Vistara,Business,Chennai,6 AM - 12 PM,1-stop,12 PM - 6 PM,Ahmedabad,9.6667,35728
2023-01-22,Sunday,Indigo,Economy,Delhi,After 6 PM,non-stop,After 6 PM,Mumbai,2.25,7319
2023-02-26,Sunday,Indigo,Economy,Mumbai,Before 6 AM,1-stop,6 AM - 12 PM,Chennai,7.6667,3557
2023-02-05,Sunday,Vistara,Economy,Ahmedabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,10.25,12696
2023-01-23,Monday,Vistara,Economy,Kolkata,12 PM - 6 PM,1-stop,6 AM - 12 PM,Bangalore,15.25,13505
2023-01-22,Sunday,GO FIRST,Economy,Kolkata,12 PM - 6 PM,1-stop,After 6 PM,Ahmedabad,6.9167,14674
2023-03-04,Saturday,Air India,Economy,Hyderabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Bangalore,6.3333,11482
2023-03-04,Saturday,AirAsia,Economy,Bangalore,Before 6 AM,1-stop,6 AM - 12 PM,Delhi,5.3333,8569
2023-02-13,Monday,Indigo,Economy,Bangalore,12 PM - 6 PM,non-stop,After 6 PM,Chennai,1.0833,2110
2023-02-12,Sunday,Indigo,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,7.6667,6881
2023-01-17,Tuesday,Air India,Economy,Delhi,6 AM - 12 PM,1-stop,6 AM - 12 PM,Chennai,23.4167,12486
2023-02-11,Saturday,Indigo,Economy,Hyderabad,After 6 PM,non-stop,After 6 PM,Chennai,1.75,4897
2023-02-18,Saturday,Air India,Business,Chennai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Bangalore,19.3333,43889
2023-01-23,Monday,Vistara,Business,Mumbai,12 PM - 6 PM,1-stop,6 AM - 12 PM,Chennai,18.6667,84322
2023-03-01,Wednesday,Air India,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Delhi,11.3333,7915
2023-01-17,Tuesday,Vistara,Economy,Mumbai,6 AM - 12 PM,1-stop,After 6 PM,Ahmedabad,15.4167,26943
2023-02-17,Friday,Vistara,Premium Economy,Mumbai,12 PM - 6 PM,2+-stop,6 AM - 12 PM,Hyderabad,21.1667,17103
2023-02-27,Monday,GO FIRST,Economy,Bangalore,6 AM - 12 PM,1-stop,After 6 PM,Hyderabad,15.1667,11694
2023-01-27,Friday,Air India,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Mumbai,17.25,15090
2023-02-21,Tuesday,Vistara,Business,Kolkata,After 6 PM,1-stop,After 6 PM,Ahmedabad,26.5,47937
2023-02-26,Sunday,GO FIRST,Economy,Delhi,6 AM - 12 PM,1-stop,Before 6 AM,Mumbai,14.4167,8740
2023-02-19,Sunday,Vistara,Business,Hyderabad,6 AM - 12 PM,1-stop,6 AM - 12 PM,Chennai,24.4167,41549
2023-02-02,Thursday,Vistara,Premium Economy,Chennai,After 6 PM,1-stop,12 PM - 6 PM,Mumbai,17.9167,16494
2023-02-14,Tuesday,Air India,First,Hyderabad,After 6 PM,non-stop,After 6 PM,Delhi,2.5,51268
2023-03-02,Thursday,Vistara,Premium Economy,Hyderabad,After 6 PM,1-stop,12 PM - 6 PM,Bangalore,20.5,18521
2023-02-12,Sunday,Vistara,Business,Mumbai,After 6 PM,1-stop,6 AM - 12 PM,Chennai,12.5,49613
2023-02-01,Wednesday,Vistara,Business,Kolkata,12 PM - 6 PM,1-stop,Before 6 AM,Mumbai,8.9167,93801
2023-01-30,Monday,Vistara,Economy,Bangalore,6 AM - 12 PM,1-stop,6 AM - 12 PM,Hyderabad,25.0833,7138
2023-02-06,Monday,Air India,Economy,Bangalore,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,12.3333,9624
2023-02-07,Tuesday,Air India,Business,Delhi,After 6 PM,1-stop,After 6 PM,Ahmedabad,22.5833,33814
2023-01-21,Saturday,AirAsia,Economy,Kolkata,12 PM - 6 PM,1-stop,Before 6 AM,Delhi,9.5,7423
2023-02-15,Wednesday,Vistara,Economy,Delhi,6 AM - 12 PM,non-stop,6 AM - 12 PM,Kolkata,2.0833,7268
2023-02-05,Sunday,SpiceJet,Economy,Hyderabad,6 AM - 12 PM,1-stop,12 PM - 6 PM,Delhi,6.8333,8689
2023-02-17,Friday,Air India,Economy,Ahmedabad,After 6 PM,1-stop,6 AM - 12 PM,Bangalore,13.4167,25317
2023-01-27,Friday,Air India,Economy,Kolkata,After 6 PM,1-stop,12 PM - 6 PM,Bangalore,20.4167,15716
2023-02-20,Monday,Indigo,Economy,Bangalore,12 PM - 6 PM,1-stop,After 6 PM,Kolkata,7.25,10801
2023-02-08,Wednesday,Vistara,Business,Delhi,6 AM - 12 PM,1-stop,After 6 PM,Chennai,11.3333,53624
2023-02-09,Thursday,Vistara,Premium Economy,Mumbai,6 AM - 12 PM,non-stop,12 PM - 6 PM,Delhi,2.3333,7266
2023-02-07,Tuesday,Air India,Business,Delhi,12 PM - 6 PM,1-stop,After 6 PM,Mumbai,5.9167,53164
2023-02-10,Friday,Air India,Economy,Chennai,6 AM - 12 PM,1-stop,6 AM - 12 PM,Bangalore,26.3333,6117
2023-02-27,Monday,AirAsia,Economy,Bangalore,12 PM - 6 PM,2+-stop,Before 6 AM,Mumbai,10.6667,5857
2023-02-22,Wednesday,Vistara,Premium Economy,Chennai,6 AM - 12 PM,1-stop,After 6 PM,Mumbai,10.3333,20974
2023-02-09,Thursday,Vistara,Premium Economy,Delhi,After 6 PM,1-stop,12 PM - 6 PM,Mumbai,17.9167,12262
2023-03-02,Thursday,Vistara,Premium Economy,Delhi,12 PM - 6 PM,1-stop,6 AM - 12 PM,Mumbai,17.25,15286
2023-02-27,Monday,Vistara,Business,Ahmedabad,6 AM - 12 PM,1-stop,After 6 PM,Bangalore,13.6667,59383
2023-02-01,Wednesday,Indigo,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,6.3333,5659
2023-02-26,Sunday,Air India,Economy,Delhi,After 6 PM,1-stop,6 AM - 12 PM,Hyderabad,12.4167,8895
2023-01-23,Monday,Vistara,Economy,Bangalore,After 6 PM,1-stop,Before 6 AM,Delhi,6.0,10236
